Type,Bed,Bath,Size,BER,Asking Price,Not Full Market Price,VAT Exclusive,latitude,longitude,ifsc_drive_distance_km,ifsc_walk_distance_km,ifsc_bike_distance_km,ifsc_transit_distance_km,Airport_distance_km,nearest_coast_name,coast_distance_km,eircode_area,month_sin,month_cos,day_sin,day_cos,Price_Difference_%
End of Terrace,3.0,3.0,125.0,B2,425000.0,No,No,53.3980065,-6.4233574,27.196,14.925,15.572,15.66,19.455,Ringsend,28.196,D15,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,10.588235294117647
Semi-D,4.0,1.0,118.0,C3,645000.0,No,No,53.2679097,-6.1460712,13.457,12.541,13.058,15.505,42.816,Killiney Beach,3.968,A96,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,0.7751937984496124
Terrace,2.0,1.0,68.0,B3,535000.0,No,No,53.35097620000001,-6.2892602,4.752,3.504,3.563,3.351,13.47,Ringsend,6.654,D07,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,4.672897196261682
Terrace,2.0,1.0,62.0,G,495000.0,No,No,53.32411440000001,-6.2620803,4.558,3.814,4.275,4.707,20.342,Ringsend,3.844,D06,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,26.262626262626267
Detached,4.0,3.0,196.0,B1,1200000.0,No,No,53.2302899,-6.1360695,17.121,17.18,17.215,22.077,42.565,Killiney Beach,4.575,D18,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,0.0
End of Terrace,3.0,1.0,78.0,C2,375000.0,No,No,53.3864437,-6.182823200000001,7.407,7.008,7.256,8.178,9.277,Clontarf Seafront,3.791,D05,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,12.0
Terrace,3.0,2.0,140.2,D1,795000.0,No,No,53.3004378,-6.1860998,8.762,7.9,8.415,9.328,21.382,Blackrock,0.858,A94,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,10.062893081761008
Semi-D,3.0,1.0,84.0,Unknown,420000.0,No,No,53.4018633,-6.2380925,12.342,7.356,7.031,8.608,5.388,Clontarf Seafront,7.693,D09,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,6.547619047619048
Duplex,2.0,1.0,64.0,C3,370000.0,No,No,53.3436634,-6.2272186,2.438,1.939,2.443,2.122,17.002,Ringsend,0.504,D04,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,13.513513513513514
Terrace,1.0,1.0,77.0,D1,455000.0,No,No,53.25355099999999,-6.1267928,16.251,14.531,15.513,19.024,41.268,Killiney Beach,1.225,A96,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,2.197802197802198
End of Terrace,4.0,3.0,215.0,Unknown,1395000.0,No,No,53.364668,-6.2150367,3.717,3.674,3.752,4.631,10.277,Clontarf Seafront,1.829,D03,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,0.35842293906810035
Apartment,2.0,1.0,70.0,C1,395000.0,No,No,53.3422071,-6.2261013,2.327,2.132,2.214,2.315,16.81,Ringsend,0.312,D04,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,9.873417721518987
Duplex,3.0,2.0,100.0,C3,875000.0,No,No,53.29515070000001,-6.150793999999999,11.011,10.11,10.664,10.679,23.631,Monkstown,0.235,A94,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,20.0
Apartment,2.0,2.0,91.0,C2,590000.0,No,No,53.3313643,-6.2468732,2.948,2.652,2.954,3.993,18.428,Ringsend,2.234,D04,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,-0.847457627118644
Apartment,1.0,1.0,47.0,C1,220000.0,No,No,53.4052319,-6.180201800000001,12.734,8.419,8.669,9.049,9.641,Clontarf Seafront,6.324,D17,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,13.636363636363635
Semi-D,3.0,1.0,98.0,D2,445000.0,No,No,53.3976655,-6.128175100000001,12.075,11.107,12.157,12.218,13.298,Howth Head,5.032,D13,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,2.9213483146067416
Apartment,1.0,1.0,46.0,E2,295000.0,No,No,53.29749,-6.2912009,8.687,7.71,8.362,8.302,27.637,Ringsend,7.973,D14,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,1.694915254237288
Apartment,1.0,2.0,77.1,D1,450000.0,No,No,53.3198307,-6.2301123,4.2,4.284,4.223,5.533,18.844,Sandymount Strand,2.484,D04,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,-2.7777777777777777
Apartment,3.0,2.0,85.0,Unknown,375000.0,No,No,53.3762244,-6.3182674,7.082,6.387,6.444,7.294,10.486,Ringsend,9.08,D15,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,-2.666666666666667
End of Terrace,3.0,4.0,110.0,B3,295000.0,No,No,53.61123749999999,-6.2098701,33.58,32.958,33.487,38.166,26.693,Ringsend,34.579,K32,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,-5.084745762711865
Semi-D,3.0,1.0,119.0,G,450000.0,No,No,53.38450169999999,-6.387095599999999,22.485,11.055,11.618,12.051,14.745,Ringsend,23.485,D15,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,5.555555555555555
Terrace,3.0,1.0,78.0,Unknown,245000.0,No,No,53.3997677,-6.2706889,7.785,7.361,7.72,8.839,6.747,Clontarf Seafront,8.919,D11,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,13.061224489795919
Detached,4.0,4.0,161.0,C2,540000.0,No,No,53.4346425,-6.3790283,22.992,14.749,18.936,21.152,8.922,Ringsend,23.991,D15,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,0.5555555555555556
Studio,3.0,1.0,28.0,D2,239000.0,No,No,53.3040374,-6.2626066,8.433,6.789,7.123,7.253,29.952,Sandymount Strand,6.991,D14,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,-1.6736401673640167
End of Terrace,4.0,3.0,149.0,Unknown,595000.0,No,No,53.38798999999999,-6.2398747,5.459,5.274,5.284,5.92,6.029,Clontarf Seafront,6.176,D09,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,10.084033613445378
Semi-D,4.0,2.0,119.0,Unknown,830000.0,No,No,53.3172495,-6.262294799999999,5.827,5.104,5.568,5.862,30.232,Ringsend,5.113,D06,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,4.819277108433735
Duplex,3.0,2.0,108.0,Unknown,385000.0,No,No,53.4447926,-6.232336099999999,14.708,12.29,12.628,15.613,6.021,Ringsend,15.708,K67,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,2.5974025974025974
Semi-D,3.0,1.0,108.0,C1,600000.0,No,No,53.4541344,-6.187485800000001,17.666,14.676,14.626,17.899,9.892,Howth Head,14.373,K36,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,-3.3333333333333335
Apartment,2.0,2.0,68.0,C1,440000.0,No,No,53.2862915,-6.2383729,8.774,8.515,8.815,9.124,33.739,Blackrock,5.978,D16,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,18.181818181818183
End of Terrace,3.0,2.0,96.0,F,550000.0,No,No,53.3251603,-6.274626800000001,5.625,4.289,4.374,4.973,30.473,Ringsend,4.911,D06,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,4.545454545454546
Semi-D,3.0,2.0,125.0,Unknown,545000.0,No,No,53.280554,-6.3650128,34.563,12.651,13.229,16.442,26.822,Ringsend,12.959,D24,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,10.091743119266056
Apartment,2.0,2.0,68.0,C1,230000.0,No,No,53.3284351,-6.393957299999999,30.642,10.947,11.53,14.853,22.902,Ringsend,12.853,D22,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,20.0
Detached,4.0,3.0,173.0,B3,1295000.0,No,No,53.2936014,-6.216428,8.739,8.041,7.963,9.363,36.547,Blackrock,3.539,A94,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,-3.474903474903475
Apartment,2.0,2.0,70.0,Unknown,462000.0,No,No,53.3379498,-6.238465,1.883,1.869,1.879,3.246,17.264,Ringsend,1.261,D04,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,0.0
Bungalow,3.0,1.0,80.0,G,495000.0,No,No,53.31225689999999,-6.5113698,37.301,20.183,20.946,21.429,29.56,Blackrock,32.919,D22,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,-11.11111111111111
Terrace,2.0,2.0,71.0,Unknown,270000.0,No,No,53.3456789,-6.3689805,26.07,8.671,9.486,9.494,18.33,Blackrock,26.428,D10,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,11.11111111111111
Terrace,3.0,2.0,124.0,Unknown,950000.0,No,No,53.3192131,-6.263834200000001,5.276,4.284,4.703,4.697,30.11,Ringsend,4.562,D06,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,16.842105263157894
Semi-D,3.0,2.0,110.0,D2,395000.0,No,No,53.3945685,-6.408414199999999,24.451,13.697,14.208,14.91,16.711,Ringsend,25.451,D15,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,12.91139240506329
Terrace,3.0,1.0,67.0,E1,475000.0,No,No,53.3622102,-6.2842996,3.643,3.375,4.613,3.779,11.801,Ringsend,5.546,D07,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,1.789473684210526
Semi-D,4.0,3.0,125.0,C1,530000.0,No,No,53.4642057,-6.2257447,20.248,14.448,15.041,20.495,9.49,Howth Head,17.146,K67,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,0.0
Terrace,2.0,1.0,75.0,C3,485000.0,No,No,53.3778394,-6.1996386,5.313,5.297,5.347,5.945,10.643,Clontarf Seafront,3.307,D05,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,2.0618556701030926
Semi-D,4.0,3.0,128.0,Unknown,525000.0,No,No,53.4685588,-6.2370233,21.334,15.827,16.988,21.882,10.577,Howth Head,18.233,K67,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,6.666666666666667
Terrace,3.0,3.0,100.0,Unknown,495000.0,No,No,53.3426031,-6.225903600000001,2.384,2.034,2.312,2.217,16.877,Ringsend,0.38,D04,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,31.515151515151512
Apartment,3.0,2.0,112.0,C3,525000.0,No,No,53.37557229999999,-6.362467100000001,9.891,9.179,9.131,10.788,13.633,Ringsend,22.373,D15,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,5.523809523809524
Apartment,2.0,2.0,67.0,Unknown,345000.0,No,No,53.2686855,-6.2630748,11.741,11.422,13.455,13.001,33.89,Blackrock,9.765,D16,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,14.202898550724639
Semi-D,3.0,1.0,82.0,F,370000.0,No,No,53.3862926,-6.185606900000001,7.161,6.926,7.175,8.576,9.031,Clontarf Seafront,3.69,D05,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,8.64864864864865
Semi-D,2.0,1.0,62.0,D1,425000.0,No,No,53.3362219,-6.225172199999999,4.095,3.024,3.026,3.429,16.715,Ringsend,1.017,D04,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,17.647058823529413
Apartment,1.0,1.0,42.0,D2,225000.0,No,No,53.3434201,-6.296379399999999,5.647,3.831,3.765,4.334,22.462,Ringsend,6.107,D08,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,11.555555555555555
Semi-D,4.0,2.0,116.0,Unknown,450000.0,No,No,53.381719,-6.390425599999999,22.836,11.27,11.74,12.657,15.096,Ringsend,23.836,D15,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,-4.444444444444445
Terrace,3.0,1.0,93.0,D1,395000.0,No,No,53.38722869999999,-6.2361185,5.476,5.402,5.938,6.413,6.397,Clontarf Seafront,5.813,D09,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,16.455696202531644
Semi-D,3.0,1.0,80.7,D2,750000.0,No,No,53.36793830000001,-6.224119,3.209,3.189,3.243,3.264,10.697,Clontarf Seafront,3.004,D03,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,2.666666666666667
Terrace,2.0,1.0,65.0,C3,395000.0,No,No,53.37537,-6.216552099999999,4.118,4.156,4.152,4.211,8.596,Clontarf Seafront,3.597,D05,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,23.29113924050633
End of Terrace,2.0,1.0,58.0,D1,445000.0,No,No,53.3040045,-6.2013959,8.018,7.182,7.671,8.169,20.638,Blackrock,2.452,A94,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,10.112359550561797
End of Terrace,3.0,2.0,72.0,F,299000.0,No,No,53.2857673,-6.3539808,33.854,11.854,11.93,17.539,26.113,Ringsend,12.25,D24,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,21.73913043478261
Terrace,3.0,2.0,79.5,F,550000.0,No,No,53.31389060000001,-6.2312014,4.903,4.962,4.926,5.966,19.359,Sandymount Strand,3.32,D04,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,22.727272727272727
Semi-D,4.0,2.0,138.0,E1,795000.0,No,No,53.2912979,-6.2496741,8.404,7.794,9.354,8.308,34.719,Blackrock,6.707,D14,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,1.257861635220126
Terrace,3.0,3.0,106.0,A3,449000.0,No,No,53.3381603,-6.467453099999999,30.293,16.437,17.453,19.628,22.552,Ringsend,31.292,K78,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,8.68596881959911
End of Terrace,3.0,2.0,77.0,C2,615000.0,No,No,53.2839851,-6.1526726,12.196,10.912,11.43,14.451,38.658,Monkstown,2.332,A96,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,8.94308943089431
Terrace,2.0,1.0,89.0,D2,575000.0,No,No,53.3763359,-6.162250999999999,8.246,7.772,8.327,8.087,11.425,Bull Island,2.572,D05,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,4.3478260869565215
Apartment,2.0,2.0,82.0,C3,625000.0,No,No,53.3198617,-6.2304803,4.146,4.23,4.168,5.587,18.602,Sandymount Strand,2.538,D04,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,4.32
Terrace,4.0,3.0,158.0,E1,1050000.0,No,No,53.36841,-6.209151899999999,4.168,3.985,4.446,4.344,9.702,Clontarf Seafront,2.263,D03,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,23.809523809523807
Apartment,1.0,1.0,52.0,Unknown,315000.0,No,No,53.34915729999999,-6.2786192,4.149,2.422,2.608,2.413,12.867,Ringsend,6.051,D07,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,4.761904761904762
Detached,3.0,3.0,85.3,C2,389000.0,No,No,53.527536,-6.0937395,29.217,28.076,29.621,27.683,22.33,Ringsend,30.217,K56,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,13.110539845758353
Semi-D,3.0,3.0,85.0,C1,400000.0,Yes,No,53.3974245,-6.4305325,26.643,15.616,15.787,19.027,18.902,Ringsend,27.642,D15,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,1.25
Apartment,2.0,1.0,57.0,Unknown,195000.0,No,No,53.2880311,-6.3506811,33.345,11.789,11.999,17.35,25.605,Ringsend,11.741,D24,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,28.205128205128204
Apartment,2.0,1.0,74.0,Unknown,550000.0,No,No,53.4514065,-6.1588427,19.08,14.308,14.546,15.557,11.516,Clontarf Seafront,12.206,K36,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,0.0
Terrace,3.0,1.0,89.0,E2,395000.0,No,No,53.3945173,-6.1389953,15.722,10.406,11.275,10.164,12.63,Howth Head,6.145,D13,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,1.2658227848101267
Terrace,3.0,1.0,91.0,Unknown,350000.0,No,No,53.3490677,-6.3666839,25.243,8.597,9.161,9.454,17.502,Blackrock,25.601,D20,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,11.428571428571429
Detached,4.0,3.0,268.0,Unknown,2500000.0,No,No,53.3736646,-6.0970073,14.074,13.387,14.169,14.472,16.95,Howth Head,4.93,D13,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,-10.0
Semi-D,3.0,3.0,107.0,Unknown,480000.0,No,No,53.4671088,-6.2352612,21.359,15.065,16.195,22.464,12.172,Howth Head,18.258,K67,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,0.0
End of Terrace,3.0,1.0,84.0,Unknown,295000.0,No,No,53.4529486,-6.2907041,20.026,14.452,16.008,17.371,6.55,Ringsend,21.026,K67,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,3.389830508474576
Semi-D,3.0,1.0,82.1,C2,495000.0,No,No,53.33911819999999,-6.3251605,7.714,5.928,6.207,6.077,21.659,Ringsend,7.896,D08,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,11.515151515151516
End of Terrace,4.0,2.0,135.0,C1,635000.0,No,No,53.3897689,-6.1408793,10.532,9.476,10.412,10.058,14.157,Bull Island,4.859,D13,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,1.574803149606299
Semi-D,3.0,1.0,102.0,C2,440000.0,No,No,53.4834997,-6.1466674,21.778,20.685,21.703,19.453,14.891,Ringsend,22.778,K36,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,-0.45454545454545453
Semi-D,3.0,1.0,103.0,D1,425000.0,No,No,53.39083420000001,-6.2636087,6.182,5.758,6.117,6.88,7.105,Clontarf Seafront,7.317,D09,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,15.294117647058824
Terrace,4.0,6.0,120.0,E1,620000.0,No,No,53.3618563,-6.2454392,1.995,2.022,2.042,2.446,9.664,Clontarf Seafront,3.894,D03,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,0.0
Detached,4.0,3.0,205.0,E2,1150000.0,No,No,53.4483918,-6.174411099999999,18.243,13.557,13.506,14.532,10.47,Clontarf Seafront,12.078,K36,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,-4.3478260869565215
Terrace,2.0,1.0,72.0,F,280000.0,No,No,53.3412689,-6.3482122,9.251,7.399,7.707,7.987,19.042,Ringsend,9.89,D10,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,0.35714285714285715
Semi-D,3.0,2.0,97.0,C2,410000.0,No,No,53.4589537,-6.253277,19.309,15.451,16.042,23.872,10.408,Ringsend,20.308,K67,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,7.317073170731707
Semi-D,3.0,3.0,105.0,Unknown,520000.0,No,No,53.5847917,-6.1386772,35.524,31.436,32.55,31.47,28.637,Ringsend,36.524,K34,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,19.230769230769234
Terrace,3.0,2.0,111.0,D2,419950.0,No,No,53.3928101,-6.1783341,7.504,7.549,7.55,8.722,11.295,Clontarf Seafront,5.311,D13,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,7.15561376354328
Semi-D,4.0,2.0,122.0,D1,695000.0,No,No,53.4283442,-6.1366191,18.865,13.218,15.917,15.711,13.735,Howth Head,8.966,D13,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,-0.7194244604316548
Apartment,2.0,2.0,63.0,Unknown,445000.0,No,No,53.29517500000001,-6.1411931,11.539,10.776,11.359,12.364,24.159,Dún Laoghaire,0.797,A96,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,10.112359550561797
Duplex,3.0,3.0,115.0,Unknown,450000.0,No,No,53.4438067,-6.2363157,14.81,12.589,12.925,16.03,6.123,Ringsend,15.81,K67,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,7.111111111111111
Semi-D,4.0,3.0,130.0,D2,795000.0,No,No,53.4544511,-6.1737427,18.353,14.278,14.227,16.996,10.58,Clontarf Seafront,12.176,K36,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,6.918238993710692
Semi-D,3.0,2.0,96.0,C2,695000.0,No,No,53.2861534,-6.2217534,9.53,8.667,8.637,10.743,35.906,Blackrock,4.331,D14,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,10.79136690647482
Semi-D,2.0,2.0,73.0,E1,395000.0,No,No,53.32259740000001,-6.305922799999999,7.147,5.818,5.873,6.061,24.798,Ringsend,6.433,D12,1.0,6.123233995736766e-17,-0.9987165071710528,-0.05064916883871355,12.658227848101266
Semi-D,4.0,3.0,130.0,A2,595000.0,No,No,53.2691278,-6.324891,34.89,12.463,12.599,12.864,27.149,Blackrock,15.48,D16,1.0,6.123233995736766e-17,-0.9884683243281114,0.15142777750457667,15.126050420168067
Apartment,1.0,1.0,61.0,C3,249000.0,No,No,53.3935127,-6.3737486,22.157,11.398,11.911,12.211,14.416,Ringsend,23.156,D15,1.0,6.123233995736766e-17,-0.9884683243281114,0.15142777750457667,22.48995983935743
Apartment,2.0,2.0,79.0,B3,350000.0,No,No,53.3990303,-6.1482003,15.257,10.258,12.498,10.149,12.165,Howth Head,6.859,D13,1.0,6.123233995736766e-17,-0.9884683243281114,0.15142777750457667,5.714285714285714
Semi-D,3.0,2.0,113.0,D1,560000.0,No,No,53.3777844,-6.2308148,4.525,4.57,4.56,5.288,8.38,Clontarf Seafront,4.509,D09,1.0,6.123233995736766e-17,-0.9884683243281114,0.15142777750457667,0.0
Apartment,2.0,2.0,72.0,B3,299500.0,No,No,53.5814338,-6.1333759,33.525,31.251,31.966,30.887,26.638,Ringsend,34.525,K34,1.0,6.123233995736766e-17,-0.9884683243281114,0.15142777750457667,-0.7512520868113522
Semi-D,3.0,3.0,133.0,B3,395000.0,No,No,53.53259809999999,-6.0931862,30.26,28.282,29.676,28.229,23.372,Ringsend,31.259,K56,1.0,6.123233995736766e-17,-0.9884683243281114,0.15142777750457667,22.78481012658228
Apartment,2.0,2.0,67.0,Unknown,545000.0,No,No,53.2954648,-6.146727299999999,11.238,10.57,11.124,11.162,23.859,Monkstown,0.458,A96,1.0,6.123233995736766e-17,-0.9884683243281114,0.15142777750457667,4.587155963302752
Detached,3.0,3.0,153.0,Unknown,1350000.0,No,No,53.2643352,-6.1145681,15.985,14.627,15.605,18.04,43.231,Killiney Beach,1.526,A96,1.0,6.123233995736766e-17,-0.9884683243281114,0.15142777750457667,0.0
Semi-D,4.0,2.0,168.0,Unknown,850000.0,No,No,53.31867159999999,-6.2821829,6.049,5.117,5.123,8.153,29.414,Ringsend,5.335,D6W,1.0,6.123233995736766e-17,-0.9884683243281114,0.15142777750457667,-3.5294117647058822
Apartment,2.0,2.0,70.0,Unknown,370000.0,No,No,53.26805969999999,-6.2462692,12.836,11.436,12.379,11.99,35.39,Blackrock,8.615,D18,1.0,6.123233995736766e-17,-0.9884683243281114,0.15142777750457667,-1.3513513513513513
Detached,4.0,2.0,195.0,Unknown,950000.0,No,No,53.37962419999999,-6.100798,13.428,12.646,13.415,13.609,16.304,Howth Head,4.284,D13,1.0,6.123233995736766e-17,-0.9884683243281114,0.15142777750457667,2.631578947368421
Terrace,3.0,2.0,111.0,Unknown,425000.0,No,No,53.4432735,-6.2338976,14.747,12.504,12.93,15.991,6.06,Ringsend,15.747,K67,1.0,6.123233995736766e-17,-0.9884683243281114,0.15142777750457667,1.1764705882352942
Terrace,4.0,3.0,125.0,Unknown,565000.0,No,No,53.2724353,-6.3289008,34.676,12.157,12.138,12.588,26.936,Blackrock,15.267,D16,1.0,6.123233995736766e-17,-0.9884683243281114,0.15142777750457667,4.424778761061947
End of Terrace,4.0,3.0,124.0,C3,449000.0,No,No,53.4436833,-6.232585299999999,14.592,12.349,12.685,15.688,5.906,Ringsend,15.592,K67,1.0,6.123233995736766e-17,-0.9884683243281114,0.15142777750457667,22.494432071269486
Semi-D,4.0,3.0,108.0,C1,645000.0,No,No,53.2693818,-6.2126719,11.446,11.483,11.138,13.211,33.894,Blackrock,6.052,D18,1.0,6.123233995736766e-17,-0.9884683243281114,0.15142777750457667,9.30232558139535
Semi-D,4.0,2.0,124.0,Unknown,695000.0,No,No,53.3910954,-6.134697,11.217,9.945,11.299,9.852,14.536,Howth Head,5.346,D13,1.0,6.123233995736766e-17,-0.9884683243281114,0.15142777750457667,0.7194244604316548
Semi-D,3.0,2.0,140.0,F,695000.0,No,No,53.2661649,-6.1401302,13.693,12.829,14.103,15.746,43.06,Killiney Beach,3.664,A96,1.0,6.123233995736766e-17,-0.9884683243281114,0.15142777750457667,-0.7194244604316548
Apartment,1.0,1.0,60.0,Unknown,430000.0,No,No,53.4511333,-6.1574211,19.049,14.278,14.515,15.526,11.486,Clontarf Seafront,12.176,K36,1.0,6.123233995736766e-17,-0.9884683243281114,0.15142777750457667,-2.3255813953488373
Terrace,3.0,2.0,130.0,B3,1195000.0,No,No,53.3299259,-6.2718587,5.064,3.567,3.901,3.858,24.945,Ringsend,4.308,D08,1.0,6.123233995736766e-17,-0.9884683243281114,0.15142777750457667,0.41841004184100417
Terrace,3.0,3.0,112.0,C2,750000.0,No,No,53.2770974,-6.185300799999999,10.174,10.386,10.264,12.457,35.606,Blackrock,3.632,D18,1.0,6.123233995736766e-17,-0.9884683243281114,0.15142777750457667,10.0
