Address,Type,Bed,Bath,Size,BER,Built,Sold Date,Asking Price,Sold Price
"14 Ashfield Green, Huntstown, Clonsilla Dublin 15, Dublin 15, Dublin",Semi-D,3,1,97.0 m²,E1,—,14/01/2025,"€359,000","€370,000"
"18 Liffey Ave, Liffey Valley Park, Lucan, Dublin",Semi-D,3,3,90.0 m²,—,—,14/01/2025,"€385,000","€442,000"
"Apartment 33, Fort Ostmam, Old County Glen, Dublin",Apartment,1,1,41.0 m²,—,—,14/01/2025,"€195,000","€255,000"
"66 Clanhugh Rd, Donnycarney, Dublin 5, Dublin",Semi-D,2,1,62.0 m²,G,—,15/01/2025,"€325,000","€330,000"
"22a Parkhill West, Kilnamanagh, Tallaght Dublin 24, Dublin 24, Dublin",Detached,3,3,125.0 m²,—,—,15/01/2025,"€395,000","€521,000"
"65 Chancery Street, Dublin 7, Dublin",End of Terrace,2,1,50.0 m²,E2,—,15/01/2025,"€375,000","€415,000"
"44 Annamoe Drive, Cabra, Dublin 7, Dublin",Terrace,2,1,75.0 m²,—,—,15/01/2025,"€405,000","€405,000"
"38 Rathsallagh Park, Shankill, Dublin, Dublin 18, Dublin",End of Terrace,3,2,107.0 m²,E1,—,15/01/2025,"€460,000","€491,000"
"6 Beverly Heights, Knocklyon, Dublin 16, Dublin",Semi-D,3,2,93.0 m²,C3,—,15/01/2025,"€540,000","€635,000"
"Apt 148 0 Castleforbes Sq, Dublin 1, Dublin, Dublin 1, Dublin",Apartment,2,1,56.0 m²,D2,—,15/01/2025,"€395,000","€395,000"
"1 Portersfield, Clonsilla Rd, Coolmine Dublin 15, Dublin 15, Dublin",Apartment,1,1,49.0 m²,D1,—,15/01/2025,"€250,000","€277,000"
"28 Wood Dale Close, Ballycullen, Dublin 24, Dublin 24, Dublin",Semi-D,3,3,143.0 m²,—,—,15/01/2025,"€565,000","€630,000"
"8 Roncalli Road, Baldoyle, Dublin 13, Dublin 13, Dublin",Bungalow,4,2,143.0 m²,C1,—,15/01/2025,"€825,000","€975,000"
"30 Lansdowne Valley Pk, Davitt Road, Dublin 12, Dublin 12, Dublin",Semi-D,3,2,130.0 m²,C2,—,15/01/2025,"€550,000","€620,000"
"7 Lansdowne Wood, Lansdowne Rd, Dublin 4, Dublin 4, Dublin",Apartment,2,2,91.0 m²,—,—,15/01/2025,"€775,000","€862,000"
"44 Bancroft Rd, Tallaght, Dublin 24, Dublin 24, Dublin",Semi-D,5,1,128.0 m²,—,—,15/01/2025,"€450,000","€531,000"
"13 Heather Lawn, Rathfarnham, Dublin 16, Dublin 16, Dublin",Semi-D,3,2,107.0 m²,C2,—,15/01/2025,"€675,000","€721,000"
"19 Drummond Place, Harolds Cross, Dublin, Dublin 6, Dublin",Terrace,2,1,61.0 m²,C3,—,15/01/2025,"€425,000","€542,000"
"116 Tritonville Rd, Sandymount, Dublin 4, Dublin 4, Dublin",Semi-D,4,3,188.0 m²,E1,—,15/01/2025,"€1,500,000","€1,520,000"
"29 Myrtle Park, Glenageary, Dublin, Dublin",Semi-D,3,2,128.0 m²,E2,—,15/01/2025,"€895,000","€984,500"
"43 Rosemount Est, Dundrum, Dublin 14, Dublin 14, Dublin",Terrace,3,2,104.7 m²,D1,—,15/01/2025,"€495,000","€550,000"
"103 Eaton Wood Grove, Shankill, Dublin, Dublin 18, Dublin",Semi-D,3,2,82.0 m²,C2,—,15/01/2025,"€549,950","€592,500"
"16 Haroldville Ave, Rialto, Dublin 8, Dublin 8, Dublin",End of Terrace,2,1,83.8 m²,—,—,15/01/2025,"€525,000","€585,000"
"Rathlin, Hillside Dr, Castle Park Dublin 14, Dublin 14, Dublin",Detached,4,4,295.0 m²,F,—,15/01/2025,"€2,000,000","€2,250,000"
"61 Brian Rd, Marino, Dublin 3, Dublin 3, Dublin",Terrace,3,2,120.0 m²,C1,—,15/01/2025,"€695,000","€807,000"
"192 Bracken Hill, Blackglen Rd, Sandyford Dublin 18, Dublin 18, Dublin",Apartment,3,2,97.0 m²,B3,—,15/01/2025,"€395,000","€433,000"
"98 Mount Tallant Ave, Terenure, Dublin 6w, Dublin",Terrace,2,1,60.0 m²,E1,—,15/01/2025,"€460,000","€563,000"
"3 Stanaway Rd, Crumlin, Dublin 12, Dublin 12, Dublin",Terrace,2,2,82.1 m²,C2,—,15/01/2025,"€525,000","€600,000"
"39 Monastery Gate Green, Clondalkin, Dublin 22, Dublin 22, Dublin",End of Terrace,3,3,92.0 m²,—,—,15/01/2025,"€335,000","€412,000"
"11 Haydens Park Glade, Lucan, Dublin, Dublin",Semi-D,3,3,122.0 m²,B3,—,15/01/2025,"€455,000","€546,000"
"85 Coppinger Glade, Stillorgan, Co Dublin, Dublin",Terrace,3,2,102.0 m²,C1,—,15/01/2025,"€650,000","€700,000"
"20 The Paddocks, Adamstown, Lucan, Dublin",Terrace,3,3,90.0 m²,B3,—,15/01/2025,"€375,000","€375,000"
"24 Oak Hall, The Hill, Malahide, Dublin",Duplex,2,3,100.0 m²,B3,—,15/01/2025,"€500,000","€550,000"
"49 East Courtyard, Tullyvale, Cabinteely, Dublin 18, Dublin",Apartment,2,2,75.0 m²,B3,—,15/01/2025,"€370,000","€415,000"
"12 Beverly Crescent, Knocklyon, Dublin 16, Dublin 16, Dublin",Semi-D,4,3,142.0 m²,—,—,15/01/2025,"€650,000","€712,500"
"1 Brock Hall, Brock'slane, Dun Laoghaire, Dublin",Apartment,2,2,111.0 m²,B3,—,15/01/2025,"€550,000","€611,000"
"69 Lios Cian, Swords, Dublin, Dublin",Semi-D,3,2,95.0 m²,—,—,15/01/2025,"€395,000","€450,000"
"4 Hazelhatch, Thormanby Rd, Howth, Dublin 13, Dublin",End of Terrace,3,3,128.0 m²,C2,—,16/01/2025,"€825,000","€880,000"
"71 Larkhill Road, Whitehall, Dublin 9, Dublin 9, Dublin",Terrace,2,1,60.0 m²,—,—,16/01/2025,"€395,000","€425,000"
"33 Talbot Hall, Riverbank, Swords, Dublin",Apartment,2,2,61.0 m²,D1,—,16/01/2025,"€220,000","€225,000"
"Apt 19 Rockbrae Hall, Ticknock Hill, Sandyford, Dublin 18, Dublin",Apartment,2,2,95.0 m²,B3,—,16/01/2025,"€395,000","€425,000"
"26 Boyne Court, Harolds Cross, Dublin 6, Dublin",Apartment,1,1,42.0 m²,D1,—,16/01/2025,"€235,000","€290,000"
"Mountgorry Cottage, Cliffords Lane, Swords, Dublin",Detached,2,1,71.0 m²,—,—,16/01/2025,"€195,000","€625,000"
"61 Monastery Gate Ave, Clondalkin, Dublin 22, Dublin 22, Dublin",Terrace,3,3,76.0 m²,—,—,16/01/2025,"€325,000","€370,000"
"Apt 7, Brock Hall, Brocks Lane, Dublin",Apartment,2,2,67.0 m²,C2,—,16/01/2025,"€360,000","€399,000"
"8 Canon Lillis Ave, Seville Place, Dublin 1, Dublin 1, Dublin",Terrace,4,2,80.0 m²,—,—,16/01/2025,"€325,000","€300,000"
"84 Cianlea, Swords, Dublin, Dublin",Semi-D,4,3,116.0 m²,—,—,16/01/2025,"€530,000","€540,000"
"19 Monkstown Farm, Dun Laoghaire, Dublin, Dublin",End of Terrace,2,1,63.0 m²,G,—,16/01/2025,"€325,000","€312,500"
"49 College Avenue, Belcamp, Malahide Road, Dublin 17, Dublin",Terrace,3,3,113.0 m²,—,—,16/01/2025,"€495,000","€520,000"
"14 Rahillion Way, Donabate, Dublin, Dublin",Semi-D,3,3,117.5 m²,A3,—,16/01/2025,"€550,000","€600,000"
"88 Coolamber Park, Knocklyon, Dublin 16, Dublin 16, Dublin",Semi-D,4,2,142.0 m²,C2,—,16/01/2025,"€795,000","€875,000"
"2 Shrewsbury Lodge, Johnstown Road, Co Dublin, Dublin",Apartment,2,1,90.0 m²,B3,—,16/01/2025,"€450,000","€441,500"
"4 Seafield Road West, Clontarf, Dublin 3, Dublin",Detached,4,3,243.0 m²,C2,—,16/01/2025,"€2,100,000","€1,975,000"
"169 New Seskin Court, Whitestown Way, Tallaght, Dublin",Apartment,2,2,70.0 m²,—,—,16/01/2025,"€265,000","€294,000"
"58 Whitechurch Way, Rathfarnham, Dublin 16, Dublin 16, Dublin",Terrace,3,1,89.0 m²,B2,—,16/01/2025,"€395,000","€485,000"
"25 New Rd, Inchicore, Dublin 8, Dublin 8, Dublin",Terrace,2,1,58.0 m²,—,—,16/01/2025,"€290,000","€335,000"
"Apt 11, Dawson Court, Cross Ave, Dublin",Apartment,1,1,70.0 m²,C2,—,16/01/2025,"€395,000","€480,000"
"122 Lakelands Close, Kilmacud, Stillorgan, Dublin",Semi-D,4,2,140.0 m²,C3,—,16/01/2025,"€775,000","€780,000"
"92 Gandon Hall, Gardiner Street, Dublin 1, Dublin",Apartment,1,1,31.0 m²,—,—,16/01/2025,"€199,995","€230,000"
"St Finians, Quinns Rd, Shankill, Dublin 18, Dublin",Bungalow,3,1,108.3 m²,D2,—,16/01/2025,"€685,000","€727,500"
"45 Sutton Downs, Dublin 13, Dublin, Dublin 13, Dublin",End of Terrace,3,1,88.0 m²,D1,—,16/01/2025,"€500,000","€575,000"
"41 St Aidans Park Rd, Marino, Dublin 3, Dublin 3, Dublin",Terrace,3,1,94.0 m²,C1,—,16/01/2025,"€545,000","€566,500"
"18 Bakers Close, Lusk Village, Dublin, Dublin",Semi-D,3,2,91.0 m²,C2,—,16/01/2025,"€355,000","€403,000"
"Apt 31 The Corn Mill, Distillery Rd, Fairview Dublin 3, Dublin 3, Dublin",Apartment,2,2,75.0 m²,D2,—,16/01/2025,"€460,000","€565,000"
"140 Orwell Park View, Templeogue, Park View Dublin 6, Dublin",Semi-D,3,2,122.0 m²,D2,—,16/01/2025,"€550,000","€675,000"
"14 Ballentree Crescent, Tyrrelstown, Dublin 15, Dublin 15, Dublin",Terrace,3,3,116.0 m²,C1,—,16/01/2025,"€345,000","€380,000"
"28 Rosebank Place, Ninth Louth, Clondalkin Dublin 22, Dublin 22, Dublin",Apartment,2,1,57.0 m²,C2,—,16/01/2025,"€245,000","€230,000"
"78 Floraville Ave, Clondalkin, Dublin 22, Dublin 22, Dublin",Semi-D,3,2,140.0 m²,—,—,16/01/2025,"€475,000","€545,000"
"110 Cromlech Fields, Ballybrack, Glenageary, Dublin",Terrace,3,2,82.0 m²,C1,—,16/01/2025,"€449,950","€450,000"
"2 Kilmainham Lane, Dublin 8, Dublin, Dublin 8, Dublin",Terrace,3,2,70.0 m²,F,—,16/01/2025,"€370,000","€380,000"
"80 Bird Avenue, Clonskeagh, Dublin 14, Dublin 14, Dublin",Semi-D,4,2,187.0 m²,E1,—,17/01/2025,"€1,195,000","€1,224,000"
"7 Cherrywood Park, Cherrywood, Loughlinstown, Dublin 18, Dublin",Bungalow,4,3,131.0 m²,C3,—,17/01/2025,"€595,000","€585,000"
"34 Grangemore Ave, Donaghmede, Dublin, Dublin 13, Dublin",Semi-D,3,1,92.0 m²,E2,—,17/01/2025,"€400,000","€439,000"
"12 Carraig Bui, Johnstown Road, Cabinteely, Dublin 18, Dublin",Semi-D,4,3,165.0 m²,A3,—,17/01/2025,"€895,000","€945,000"
"39 Millrace Drive, Saggart, Co Dublin, Dublin",Duplex,3,3,105.0 m²,B3,—,17/01/2025,"€299,000","€354,000"
"10 Rathdown Crescent, Terenure, Dublin 6w, Dublin",Detached,5,2,236.0 m²,F,—,17/01/2025,"€1,700,000","€1,600,000"
"9 Farmleigh Ave, Farmleigh Woods, Castleknock Dublin 15, Dublin 15, Dublin",House,5,5,310.0 m²,B2,—,17/01/2025,"€1,600,000","€1,580,000"
"Apt 4 Phoenix Block, River Park, Conyngham Rd Dublin 8, Dublin 8, Dublin",Apartment,1,1,46.0 m²,D1,—,17/01/2025,"€290,000","€310,000"
"2 St Itas Rd, Botanic Ave, Glasnevin Dublin 9, Dublin 9, Dublin",Terrace,3,2,109.0 m²,B3,—,17/01/2025,"€650,000","€805,000"
"75 Ringsend Park, Ringsend, Dublin 4, Dublin 4, Dublin",Terrace,1,1,38.0 m²,—,—,17/01/2025,"€320,000","€380,000"
"Apt 4, Heather Court Stepaside, Dublin, Dublin 15, Dublin",Apartment,2,2,77.0 m²,B3,—,17/01/2025,"€410,000","€450,000"
"26 Howth Lodge, Howth Rd, Howth, Dublin 13, Dublin",Apartment,3,3,176.0 m²,—,—,17/01/2025,"€1,100,000","€985,000"
"17 Fortfield Sq, Terenure, Dublin 6w, Dublin",Terrace,4,4,191.0 m²,—,—,17/01/2025,"€995,000","€1,000,000"
"11 Floraville Dr, Clondalkin, Dublin 22, Dublin 22, Dublin",Semi-D,3,2,141.0 m²,—,—,17/01/2025,"€475,000","€560,000"
"11 Foxrock Mount, Foxrock Park, Foxrock Dublin 18, Dublin 18, Dublin",Terrace,4,3,110.0 m²,D2,—,17/01/2025,"€735,000","€745,000"
"20 St Domhnachs Well, Baldoyle Rd, Sutton Dublin 13, Dublin 13, Dublin",End of Terrace,3,2,97.0 m²,—,—,17/01/2025,"€545,000","€550,000"
"2 Woodgate, Ballycullen Road, Knocklyon, Dublin 16, Dublin",Semi-D,4,3,132.0 m²,—,—,17/01/2025,"€575,000","€592,000"
"99 Erris Sq, Waterville, Blanchardstown Dublin 15, Dublin 15, Dublin",Duplex,3,2,125.0 m²,B2,—,17/01/2025,"€400,000","€411,000"
"Castlegrace Ballyroan Park, Rathfarnham, Dublin 16, Dublin 16, Dublin",Detached,4,1,168.8 m²,E1,—,17/01/2025,"€945,000","€975,000"
"Apt 16 East Courtyard, Tullyvale, Cabinteely Dublin 18, Dublin 18, Dublin",Apartment,3,2,89.0 m²,C1,—,17/01/2025,"€375,000","€414,000"
"74 Richmond Park, Monkstown, Co Dublin, Dublin",Terrace,2,2,86.0 m²,C2,—,17/01/2025,"€595,000","€665,000"
"5 Coppinger Walk, Blackrock, Dublin, Dublin",Detached,2,1,70.0 m²,D2,—,17/01/2025,"€545,000","€585,000"
"70 Oxmantown Rd, Stoneybatter, Dublin 7, Dublin 7, Dublin",Terrace,2,1,61.0 m²,G,—,17/01/2025,"€395,000","€428,000"
"32 Fitzwilliam Court, Winton Rd, Ranelagh, Dublin 6, Dublin",Apartment,1,1,43.0 m²,D1,—,17/01/2025,"€350,000","€415,000"
"107 Templeogue Road, Terenure, Dublin 6, Dublin",Detached,5,3,235.0 m²,D1,—,17/01/2025,"€2,800,000","€2,867,521"
"Apt 45, Wyckham Place, Dundrum Dublin 16, Dublin 16, Dublin",Apartment,1,1,47.0 m²,C3,—,17/01/2025,"€325,000","€330,000"
"181 Mount Prospect Avenue, Clontarf, Dublin 3, Dublin 3, Dublin",Detached,4,2,185.0 m²,F,—,17/01/2025,"€2,250,000","€2,150,000"
"Apt 38, 55 Mountjoy Sq West, Dublin, Dublin 1, Dublin",Apartment,1,1,35.0 m²,C2,—,17/01/2025,"€235,000","€240,000"
"27 Templeroan Close, Knocklyon, Dublin 16, Dublin 16, Dublin",Semi-D,4,3,145.6 m²,B3,—,17/01/2025,"€695,000","€724,000"
"29 Howth Lodge, Howth, Co Dublin, Dublin",Apartment,2,2,116.7 m²,B3,—,17/01/2025,"€625,000","€660,000"
"98 Grand Central, Sandyford, Dublin 18, Dublin 18, Dublin",Apartment,2,2,78.0 m²,B2,—,17/01/2025,"€445,000","€521,000"
"6 Farmleigh Avenue, Stillorgan, Co Dublin, Dublin",Detached,4,2,151.0 m²,C1,—,17/01/2025,"€945,000","€933,000"
"13 Sackville Court, Blessington St, Dublin 1, Dublin 7, Dublin",Apartment,1,1,40.0 m²,—,—,17/01/2025,"€225,000","€233,000"
"Apt 29 Ivory Building, Hanover St East, Dublin 2, Dublin 2, Dublin",Apartment,1,1,55.0 m²,—,—,17/01/2025,"€355,000","€415,000"
"63 Shrewsbury Park, Dublin 4, Dublin, Dublin 4, Dublin",Terrace,3,2,106.0 m²,D1,—,17/01/2025,"€725,000","€810,000"
"7 Hermitage Place, Lucan, Co Dublin, Dublin 15, Dublin",Semi-D,4,3,149.0 m²,C1,—,17/01/2025,"€579,000","€655,000"
"15 College Gate, Castleknock, Dublin 15, Dublin 15, Dublin",Detached,5,3,244.0 m²,D1,—,17/01/2025,"€950,000","€1,050,000"
"67 Sutton Park, Sutton, Dublin 13, Dublin 13, Dublin",Semi-D,4,2,132.2 m²,B3,—,17/01/2025,"€725,000","€852,500"
"106 Broadmeadows, Swords, Dublin, Dublin",Semi-D,4,4,130.0 m²,D2,—,17/01/2025,"€480,000","€485,000"
"7 Main Road, Tallaght, Dublin 24, Dublin 24, Dublin",Detached,10,4,202.0 m²,B2,—,17/01/2025,"€645,000","€819,000"
"No 3 Dun Na Ri, Swords Road, Malahide, Dublin",Detached,5,4,209.0 m²,A2,—,17/01/2025,"€1,150,000","€1,230,000"
"24 Dawson House, Dean Cout, Patrick Street, Dublin",Apartment,2,1,46.0 m²,D1,—,17/01/2025,"€345,000","€350,000"
"6 St Patricks Rd, Walkinstown, Dublin 12, Dublin 12, Dublin",Terrace,3,2,101.0 m²,C1,—,17/01/2025,"€480,000","€515,000"
"43 College Gate, Castleknock, Dublin 15, Dublin 15, Dublin",Semi-D,3,2,84.0 m²,D2,—,17/01/2025,"€470,000","€493,000"
"95 Kennelsfort Rd, Palmerstown, Dublin 20, Dublin 20, Dublin",End of Terrace,3,1,105.0 m²,E1,—,17/01/2025,"€375,000","€436,298"
"64 South Park, Foxrock, Dublin 18, Dublin 18, Dublin",Detached,4,2,170.0 m²,D2,—,17/01/2025,"€950,000","€980,000"
"Castleville, 12 Sandymount Green, Sandymount, Dublin 4, Dublin",Semi-D,4,5,366.0 m²,B2,—,17/01/2025,"€3,950,000","€3,800,000"
"7 Arkendale Court, Glenageary, Dublin, Dublin",End of Terrace,2,2,79.0 m²,D2,—,17/01/2025,"€595,000","€560,000*"
"14 Ardsolus, Old Naas Road, Brownsbarn, Dublin",End of Terrace,3,3,109.0 m²,—,—,17/01/2025,"€395,000","€460,000"
"24 Talavera House, Myrtle Sq The Coast, Baldoyle, Dublin 13, Dublin",Apartment,2,2,71.0 m²,C2,—,17/01/2025,"€310,000","€342,000"
"2 Dale View, Ballybrack, Dublin, Dublin",Terrace,2,—,49.0 m²,C3,—,17/01/2025,"€425,000","€413,500"
"3 High St, Balbriggan, Dublin, Dublin 15, Dublin",Terrace,2,1,96.0 m²,D2,—,17/01/2025,"€290,000","€290,000"
"21 Cherbury Park Ave, Lucan, Dublin, Dublin",Semi-D,3,1,82.0 m²,—,—,17/01/2025,"€395,000","€435,000"
"Dun Roamin, Corballis, Donabate Dublin, Dublin",Bungalow,4,2,158.0 m²,G,—,17/01/2025,"€585,000","€635,000"
"2 Ailesbury, Shanowen Rd, Santry Dublin 9, Dublin 9, Dublin",Terrace,3,2,107.0 m²,—,—,17/01/2025,"€375,000","€414,000"
"31 Barnwell Grove, Barnwell, Hansfield, Dublin 15, Dublin",Semi-D,4,3,127.0 m²,—,—,20/01/2025,"€545,000","€600,000"
"173 Balrothery Est, Tallaght, Dublin 24, Dublin 24, Dublin",Terrace,3,1,86.0 m²,—,—,20/01/2025,"€335,000","€393,000"
"91 Merrion Village, Ballsbridge, Dublin4, Dublin",Apartment,1,1,35.0 m²,C2,—,20/01/2025,"€380,000","€380,000"
"9 Woodfield Place, Inchicore, Dublin 8, Dublin 10, Dublin",Terrace,2,1,63.0 m²,F,—,20/01/2025,"€345,000","€340,000"
"65 Oakview Ave, Clonsilla, Dublin 15, Dublin 15, Dublin",Semi-D,3,1,99.8 m²,D1,—,20/01/2025,"€385,000","€435,000"
"11 Tuscany Park, Baldoyle, Dublin 13, Dublin 13, Dublin",Terrace,3,1,89.0 m²,B3,—,20/01/2025,"€435,000","€441,000"
"314 Carnlough Rd, Cabra West, Dublin 7, Dublin 7, Dublin",Terrace,3,2,90.0 m²,B3,—,20/01/2025,"€475,000","€600,000"
"25 Gandon Crescent, Gandon Park, Lucan, Dublin",Bungalow,4,3,138.0 m²,A3,—,20/01/2025,"€560,000","€656,002"
"47 Harolds Cross Rd, Dublin 6w, Dublin, Dublin",Terrace,2,1,73.0 m²,E1,—,20/01/2025,"€449,000","€495,000"
"193 Palmerstown Avenue, Palmerstown, Dublin 20, Dublin 20, Dublin",End of Terrace,3,1,149.0 m²,—,—,20/01/2025,"€395,000","€490,000"
"171 Orwell Park View, Templeogue, Park View, Dublin",Semi-D,3,1,79.3 m²,—,—,20/01/2025,"€550,000","€560,000"
"8 Rathlin Rd, Dublin 9, Dublin, Dublin 9, Dublin",Terrace,3,1,72.0 m²,G,—,20/01/2025,"€450,000","€460,000"
"7a Clune Rd, Finglas East, Dublin 11, Dublin 11, Dublin",Bungalow,2,1,71.0 m²,—,—,20/01/2025,"€295,000","€327,000"
"2 Idrone Close, Knocklyon, Dublin 16, Dublin 16, Dublin",Semi-D,5,2,170.0 m²,—,—,20/01/2025,"€750,000","€800,000"
"15 Maxwell St, Dublin 8, Dublin 8, Dublin",End of Terrace,1,1,34.0 m²,G,—,20/01/2025,"€225,000","€218,000"
"36 Merville Ave, Stillorgan, Dublin, Dublin",Semi-D,5,3,132.0 m²,—,—,20/01/2025,"€850,000","€882,000"
"37 Parkside Avenue, Malahide Road, Dublin, Dublin 17, Dublin",End of Terrace,4,3,164.0 m²,A2,—,20/01/2025,"€575,000","€626,000"
"8 Kempton Grove, Navan Rd, Dublin 7, Dublin 7, Dublin",Detached,4,3,167.0 m²,C1,—,20/01/2025,"€850,000","€865,000"
"8 Clearwater Court South, Royal Canal Park, Pelletstown Ave Dublin 15, Dublin 15, Dublin",Apartment,2,2,75.0 m²,C1,—,20/01/2025,"€325,000","€360,000"
"14 Rathmore Crescent, Tyrrelstown Dublin 15, Dublin, Dublin 15, Dublin",End of Terrace,3,3,108.0 m²,C1,—,20/01/2025,"€389,000","€443,000"
"279 Wyckham Point, Dundrum, Dublin 14, Dublin 16, Dublin",Apartment,2,2,77.2 m²,B3,—,20/01/2025,"€445,000","€570,000"
"33 Millers Hall, Thomas Street, Dublin 8, Dublin",Apartment,2,1,60.0 m²,D2,—,20/01/2025,"€325,000","€315,000"
"20 South Park, Foxrock, Dublin 18, Dublin 18, Dublin",Detached,4,1,143.0 m²,D2,—,20/01/2025,"€945,000","€995,000"
"37 Parkside Avenue, Malahide Road, Dublin, Dublin 17, Dublin",End of Terrace,4,3,164.0 m²,A2,—,20/01/2025,"€575,000","€626,000"
"18 St Anthonys Avenue, Clondalkin, Dublin 22, Dublin 22, Dublin",Semi-D,5,3,250.0 m²,—,—,20/01/2025,"€750,000","€550,000"
"39 Temple Place, Grenville St, Dublin 1, Dublin 1, Dublin",Apartment,1,1,46.0 m²,—,—,20/01/2025,"€270,000","€270,000"
"Apt 2, Venetian Hall, Howth Rd Dublin 5, Dublin 5, Dublin",Apartment,2,1,65.0 m²,—,—,20/01/2025,"€325,000","€430,000"
"163 The Rectory, Enniskerry Rd, Stepaside Dublin 18, Dublin 18, Dublin",Semi-D,4,3,118.0 m²,B3,—,20/01/2025,"€625,000","€695,000"
"103 Boroimhe Beech, Swords, Dublin, Dublin",Terrace,2,2,99.0 m²,C3,—,20/01/2025,"€385,000","€430,000"
"26 Beneavin Dr, Glasnevin, Dublin 11, Dublin 11, Dublin",Semi-D,3,2,150.0 m²,B1,—,20/01/2025,"€650,000","€830,000"
"4 Greenmount Rd, Terenure, Dublin 6, Dublin 6, Dublin",Semi-D,4,4,268.0 m²,B2,—,20/01/2025,"€1,950,000","€2,075,000"
"5 Peter Place, Adelaide Rd, Dublin 2, Dublin 2, Dublin",Terrace,2,2,111.0 m²,B3,—,20/01/2025,"€595,000","€654,000"
"124 Merrion Grove, Stillorgan, Dublin, Dublin",Apartment,2,2,83.0 m²,D1,—,20/01/2025,"€485,000","€555,000"
"Amberly, 17a Granville Rd, Blackrock, Dublin",Detached,3,3,175.0 m²,B3,—,20/01/2025,"€1,295,000","€1,255,000"
"38 Hazel Rd, Dublin 9, Dublin, Dublin 9, Dublin",Terrace,2,2,81.0 m²,D2,—,20/01/2025,"€375,000","€441,000"
"95a Whitethorn Dr, Palmerstown, Dublin 20, Dublin 22, Dublin",Detached,4,3,147.0 m²,—,—,20/01/2025,"€425,000","€487,000"
"24 Bellevue Ave, Glenageary, Dublin, Dublin",Semi-D,5,2,189.0 m²,B2,—,20/01/2025,"€1,295,000","€1,580,000"
"70 Merton Dr, Ranelagh, Dublin 6, Dublin 6, Dublin",Semi-D,4,2,134.0 m²,E1,—,21/01/2025,"€1,100,000","€1,175,000"
"38 Killininny Court, Ballycullen Ave, Firhouse Dublin 24, Dublin 24, Dublin",Apartment,1,1,38.0 m²,C3,—,21/01/2025,"€215,000","€247,500"
"41 Galtymore Rd, Drimnagh, Dublin 12, Dublin 12, Dublin",Terrace,3,1,78.0 m²,C2,—,21/01/2025,"€385,000","€465,000"
"4 Highfield Dr, Rathfarnham, Dublin 16, Dublin 16, Dublin",Detached,4,2,138.0 m²,C3,—,21/01/2025,"€795,000","€945,000"
"33 Nutley Ave, Ballsbridge, Dublin 4, Dublin 4, Dublin",Detached,5,2,175.0 m²,D2,—,21/01/2025,"€1,950,000","€2,000,000"
"43 Eastwall Rd, Eastwall, Dublin 3, Dublin 3, Dublin",Terrace,2,1,79.0 m²,E2,—,21/01/2025,"€395,000","€430,000"
"14 Rushbrook Ave, Templeogue, Dublin 6w, Dublin",Semi-D,3,1,100.0 m²,D2,—,21/01/2025,"€550,000","€590,000"
"39 Park Avenue, Millers Glen, Swords, Dublin",End of Terrace,3,3,114.0 m²,—,—,21/01/2025,"€475,000","€510,000"
"39 Kirkpatrick House, Spencer Dock, Dublin 1, Dublin 1, Dublin",Apartment,2,2,66.0 m²,B2,—,21/01/2025,"€380,000","€370,000"
"24 Ballyroan Crescent, Rathfarnham, Dublin 16, Dublin 16, Dublin",Semi-D,4,2,150.0 m²,D2,—,21/01/2025,"€775,000","€805,000"
"29 Ashfield Avenue, Ridgewood, Swords, Dublin",Semi-D,4,3,132.0 m²,A2,—,21/01/2025,"€575,000","€580,000"
"54 Parklands Place, Parklands, Citywest, Dublin",Terrace,3,4,139.0 m²,A2,—,21/01/2025,"€450,000","€512,000"
"46 Cairn Hill, Westminster Rd, Foxrock Dublin 18, Dublin 18, Dublin",Detached,5,3,263.0 m²,B1,—,21/01/2025,"€1,425,000","€1,540,000"
"63 Palmerstown Dr, Palmerstown, Dublin 20, Dublin 20, Dublin",Semi-D,4,2,136.0 m²,—,—,21/01/2025,"€590,000","€640,000"
